ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Meta: _tf_flashsale_text,Meta: _tf_flashsale_text_2,Meta: cmplz_hide_cookiebanner,Meta: site-sidebar-layout,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _alg_wc_wl_added_by_unregistered_users_count,Meta: adp_custom_product_attribute_0,Meta: adp_custom_product_attribute_1,Meta: adp_custom_product_attribute_2,Meta: adp_custom_product_attribute_3,Meta: _yoast_wpseo_primary_product_brand,Meta: astra-migrate-meta-layouts,Atributo por defecto 1,Meta: _alg_wc_wl_added_by_registered_users_count,Meta: adp_custom_product_attribute_4,Meta: adp_custom_product_attribute_5,Meta: adp_custom_product_attribute_6,Meta: adp_custom_product_attribute_7,Meta: adp_custom_product_attribute_8,Meta: adp_custom_product_attribute_9,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Meta: adp_custom_product_attribute_10,Meta: adp_custom_product_attribute_11,Meta: adp_custom_product_attribute_12,Meta: adp_custom_product_attribute_13,Meta: adp_custom_product_attribute_14,Meta: adp_custom_product_attribute_15,Meta: adp_custom_product_attribute_16,Meta: adp_custom_product_attribute_17,Meta: adp_custom_product_attribute_18,Meta: adp_custom_product_attribute_19,Meta: adp_custom_product_attribute_20,Meta: adp_custom_product_attribute_21,Meta: adp_custom_product_attribute_22,Meta: adp_custom_product_attribute_23,Meta: adp_custom_product_attribute_24,Meta: adp_custom_product_attribute_25,Meta: adp_custom_product_attribute_26,Meta: adp_custom_product_attribute_27,Meta: adp_custom_product_attribute_28,Meta: adp_custom_product_attribute_29,Meta: adp_custom_product_attribute_30,Meta: adp_custom_product_attribute_31,Meta: adp_custom_product_attribute_32,Meta: adp_custom_product_attribute_33,Meta: adp_custom_product_attribute_34
6487,"simple, virtual",,,Tiempo para dos,1,0,visible,"Incluye:
\n<ul>
\n 	<li>Suite SPA privada - Duración 60'</li>
\n 	<li> Menú (Comida o cena)</li>
\n</ul>","Incluye:
\n<ul>
\n 	<li>Suite SPA privada - Duración 60'</li>
\n 	<li> Menú (Comida o cena)</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,135,"PROGRAMAS PARA COMPARTIR, PROGRAMAS PARA COMPARTIR > Tiempo para dos",,,https://cumbriabienestar.es/wp-content/uploads/2024/08/cumbria_bienestar04.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,391,90,1,23,,,,,,set,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489,"simple, virtual",,,Cuento para dos,1,0,visible,"Incluye:
\n<ul>
\n 	<li>Circuito SPA - Duración 60'</li>
\n 	<li>Envoltura corporal con masaje cráneo-facial</li>
\n 	<li>Menú (comida o cena)</li>
\n</ul>","Incluye:
\n<ul>
\n 	<li>Circuito SPA - Duración 60'</li>
\n 	<li>Masaje cráneo-facial</li>
\n 	<li>Menú (comida o cena)</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,135,"PROGRAMAS PARA COMPARTIR > Cuento para dos, PROGRAMAS PARA COMPARTIR",,,https://cumbriabienestar.es/wp-content/uploads/2024/08/cumbria_bienestar05.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,391,90,1,31,,,,,,set,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495,"simple, virtual",,,Indian ritual,1,0,visible,"Tratamiento relajante corporal inspirado en la India, con ingredientes exóticos de origen Hindú, como el aceite de kukui, las infusiones de flores sagradas hindúes como el jazmín blanco y la flor de loto o la más pura sal rosa del Himalaya.
\n
\nSus 3 fases de tratamiento harán experimentar increíbles sensaciones placenteras gracias a su textura y aroma.
\nSus ingredientes aportan nutrición, hidratación y suavidad a la piel.
\n
\nIncluye:
\n<ul>
\n 	<li>Peeling  con sal rosa del himalaya</li>
\n 	<li>Envoltura corporal de flores de loto</li>
\n 	<li>Masaje relax de cañas de bambú - Duración 30'</li>
\n 	<li>Baño en bañera de hidromasaje</li>
\n</ul>
\n&nbsp;","Tratamiento relajante corporal inspirado en la India, con ingredientes exóticos de origen Hindú, como el aceite de kukui, las infusiones de flores sagradas hindúes como el jazmín blanco y la flor de loto o la más pura sal rosa del Himalaya.
\n
\nSus 3 fases de tratamiento harán experimentar increíbles sensaciones placenteras gracias a su textura y aroma.
\nSus ingredientes aportan nutrición, hidratación y suavidad a la piel.
\n
\nIncluye:
\n<ul>
\n 	<li>Peeling  con sal rosa del himalaya</li>
\n 	<li>Envoltura corporal de flores de loto</li>
\n 	<li>Masaje relax de cañas de bambú - Duración 30'</li>
\n 	<li>Baño en bañera de hidromasaje</li>
\n</ul>
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,110,"BELLEZA CORPORAL - Rituales, BELLEZA CORPORAL - Rituales > Indian Ritual",Rituales de Belleza,,https://cumbriabienestar.es/wp-content/uploads/2024/08/rituales_inidan_01.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,459,90,1,6,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6497,"simple, virtual",,,Ritual Baño Cítrico,1,0,visible,"<strong>Con pura vitamina C de Natura Bissè</strong>
\n
\nProtege la piel ante la sequedad y el envejecimiento prematuro, otorgándole un aspecto rejuvenecido y reafirmado desde la primera sesión.
\n
\nRecibe los beneficios del concentrado antioxidante y reafirmante con pura vitamina C de Natura Bissé.
\n
\nIncluye:
\n<ul>
\n 	<li><span style=""font-size: 16px; font-style: normal; font-weight: 400;"">Peeling</span></li>
\n 	<li><span style=""font-size: 16px; font-style: normal; font-weight: 400;"">Envoltura corporal vit.c</span></li>
\n 	<li>Masaje relax - Duración 30'</li>
\n 	<li>Baño en bañera de hidromasaje</li>
\n</ul>","<strong>Con pura vitamina C de Natura Bissè</strong>
\n
\nProtege la piel ante la sequedad y el envejecimiento prematuro, otorgándole un aspecto rejuvenecido y reafirmado desde la primera sesión.
\n
\nRecibe los beneficios del concentrado antioxidante y reafirmante con pura vitamina C de Natura Bissé.
\n
\nIncluye:
\n<ul>
\n 	<li><span style=""font-size: 16px; font-style: normal; font-weight: 400;"">Peeling</span></li>
\n 	<li><span style=""font-size: 16px; font-style: normal; font-weight: 400;"">Envoltura corporal vit.c</span></li>
\n 	<li>Masaje relax - Duración 30'</li>
\n 	<li>Baño en bañera de hidromasaje</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,120,"BELLEZA CORPORAL - Rituales, BELLEZA CORPORAL - Rituales > Ritual Baño Cítrico",Rituales de Belleza,,https://cumbriabienestar.es/wp-content/uploads/2024/08/397137.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,460,90,1,9,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,"simple, virtual",,,Ritual Chocolaterapia,1,0,visible,"Reconforta el cuerpo y retrasa el envejecimiento de la piel, dejándola suave y tersa.
\n
\nEl chocolate posee numerosas propiedades: emolientes, nutritivas, hidratantes, protectoras y relajantes de la piel. Hace que la piel se renueve, luciendo completamente nutrida y revitali<span style=""font-size: 16px;"">zada.</span>
\n
\nincluye:
\n<ul>
\n 	<li>Peeling</li>
\n 	<li>Envoltura corporal chocolate</li>
\n 	<li>Masaje relax - Duración: 30'</li>
\n 	<li>Baño en bañera de hidromasaje</li>
\n</ul>","Reconforta el cuerpo y retrasa el envejecimiento de la piel, dejándola suave y tersa.
\n
\nEl chocolate posee numerosas propiedades: emolientes, nutritivas, hidratantes, protectoras y relajantes de la piel. Hace que la piel se renueve, luciendo completamente nutrida y revitali<span style=""font-size: 16px;"">zada.</span>
\n
\nincluye:
\n<ul>
\n 	<li>Peeling</li>
\n 	<li>Envoltura corporal chocolate</li>
\n 	<li>Masaje relax - Duración: 30'</li>
\n 	<li>Baño en bañera de hidromasaje</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,110,"BELLEZA CORPORAL - Rituales, BELLEZA CORPORAL - Rituales > Ritual Chocolaterapia",Rituales de Belleza,,https://cumbriabienestar.es/wp-content/uploads/2024/08/32548.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,463,90,1,8,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,"simple, virtual",,,Higiene facial básica,1,0,visible,"<strong>Limpieza, desintoxicación y equilibrio del pH de la piel</strong>
\nHigiene facial específica y adecuada según las características y necesidades de la piel.
\nDespués de la leche limpiadora, el tónico, el peeling adecuado y la extracción, aplicamos la mascarilla y el tratamiento acorde al tipo de piel. Seguidamente realizamos un extenso masaje.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'-75'</p>
\n
\n</div>","<strong>Limpieza, desintoxicación y equilibrio del pH de la piel</strong>
\nHigiene facial específica y adecuada según las características y necesidades de la piel.
\nDespués de la leche limpiadora, el tónico, el peeling adecuado y la extracción, aplicamos la mascarilla y el tratamiento acorde al tipo de piel. Seguidamente realizamos un extenso masaje.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'-75'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA FACIAL / HIGIENE - por persona, BELLEZA FACIAL / HIGIENE - por persona > Higiene facial básica",Higiene facial,,https://cumbriabienestar.es/wp-content/uploads/2024/08/7565.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,,90,1,4,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,"simple, virtual",,,Higiene facial con ultrasonidos,1,0,visible,"<strong>Para un rostro más luminoso</strong>
\nMicro-exfoliación a nivel profundo que elimina las células muertas y reactiva la circulación en la zona, estimulando la formación de colágeno nuevo y la regeneración celular. Atenúa las cicatrices del acné, disminuye las arrugas, cierra los poros muy dilatados y consigue un tono más luminoso.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'-75'</p>
\n
\n</div>","<strong>Para un rostro más luminoso</strong>
\nMicro-exfoliación a nivel profundo que elimina las células muertas y reactiva la circulación en la zona, estimulando la formación de colágeno nuevo y la regeneración celular. Atenúa las cicatrices del acné, disminuye las arrugas, cierra los poros muy dilatados y consigue un tono más luminoso.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'-75'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA FACIAL / HIGIENE - por persona, BELLEZA FACIAL / HIGIENE - por persona > Higiene facial con ultrasonidos",Belleza facial,,https://cumbriabienestar.es/wp-content/uploads/2024/08/154902.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,,90,1,14,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507,"simple, virtual",,,Higiene facial the cure,1,0,visible,"<strong>Cura enzimática desintoxicante de Natura Bissé</strong>
\nMeticuloso protocolo de limpieza basado en la desintoxicación enzimática termo-activa: calor enzimático para abrir y ablandar los poros y frescura botánica para cerrarlos y purificarlos. Incluye una mascarilla nano-estimulante que hidrata, calma y revitaliza.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'-75'</p>
\n
\n</div>","<strong>Cura enzimática desintoxicante de Natura Bissé</strong>
\nMeticuloso protocolo de limpieza basado en la desintoxicación enzimática termo-activa: calor enzimático para abrir y ablandar los poros y frescura botánica para cerrarlos y purificarlos. Incluye una mascarilla nano-estimulante que hidrata, calma y revitaliza.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'-75'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,70,"BELLEZA FACIAL / HIGIENE - por persona, BELLEZA FACIAL / HIGIENE - por persona > Higiene facial The Cure",Belleza facial,,https://cumbriabienestar.es/wp-content/uploads/2024/08/12893.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,,90,1,6,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511,"simple, virtual",,,Tratamiento Citrus Vita-Essence,1,0,visible,"<strong>Ritual Facial de Natura Bissé</strong>
\nTratamiento antioxidante 100%. Pura vitamina C que repara la piel maltratada por el sol, combatiendo los signos prematuros de envejecimiento. Las fórmulas utilizadas estimulan la producción de colágeno que renueva la firmeza y la elasticidad de la piel. El resultado final es un rostro radiante.
\n
\nDuración: 60'","<strong>Ritual Facial de Natura Bissé</strong>
\nTratamiento antioxidante 100%. Pura vitamina C que repara la piel maltratada por el sol, combatiendo los signos prematuros de envejecimiento. Las fórmulas utilizadas estimulan la producción de colágeno que renueva la firmeza y la elasticidad de la piel. El resultado final es un rostro radiante.
\n
\nDuración: 60'",,,taxable,,1,,,0,0,,,,,1,,,65,"BELLEZA FACIAL / TRATAMIENTOS – por persona, BELLEZA FACIAL / TRATAMIENTOS – por persona > Tratamiento Citrus Vita-Essence",Belleza facial,,https://cumbriabienestar.es/wp-content/uploads/2024/08/18316.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,,90,1,18,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515,variable,,,Tratamiento Lifting facial,1,0,visible,"<strong>Radiofrecuencia facial – Estimulación Regenerativa</strong>
\n
\nRecupera un cutis más terso y lleno de vida. Es un tratamiento con efecto regenerativo que mediante la bioestimulación de los tejidos, reequilibra el metabolismo celular, incrementa la circulación capilar y proporciona elasticidad. Luce un rostro hidratado y sin arrugas sin importar tu edad.","<strong>Radiofrecuencia facial – Estimulación Regenerativa</strong>
\n
\nRecupera un cutis más terso y lleno de vida. Es un tratamiento con efecto regenerativo que mediante la bioestimulación de los tejidos, reequilibra el metabolismo celular, incrementa la circulación capilar y proporciona elasticidad. Luce un rostro hidratado y sin arrugas sin importar tu edad.",,,taxable,,1,,,0,0,,,,,1,,,,"BELLEZA FACIAL / TRATAMIENTOS – por persona, BELLEZA FACIAL / TRATAMIENTOS – por persona > Tratamiento Lifting facial",Belleza facial,,https://cumbriabienestar.es/wp-content/uploads/2024/08/9319.jpg,,,,,,,,,0,,Tipo,"Lifting facial, Bono lifting facial 5 sesiones + 1 GRATIS",1,0,,,,default,default,default,default,default,,90,1,2,Tipo:Lifting facial,Tipo:Bono lifting facial 5 sesiones + 1 GRATIS,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516,"variation, virtual",,,Tratamiento Lifting facial - Lifting facial,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"49,9",,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/9319.jpg,,,id:6515,,,,,,1,,Tipo,Lifting facial,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6517,"variation, virtual",,,Tratamiento Lifting facial - Bono lifting facial 5 sesiones + 1 GRATIS,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,250,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/9319.jpg,,,id:6515,,,,,,2,,Tipo,Bono lifting facial 5 sesiones + 1 GRATIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,variable,,,Masaje Relax,1,0,visible,"<strong>Equilibrio y relajación completa</strong>
\n
\nEl masaje relax relaja los músculos y disminuye la presión sanguínea y el ritmo cardíaco. Logrará que nos desconectemos por unos instantes de la rutina y estrés diario, mejorando la tensión física y psíquica, cansancio crónico, bloqueos musculares, dolores de cabeza, insomnio…","<strong>Equilibrio y relajación completa</strong>
\n
\nEl masaje relax relaja los músculos y disminuye la presión sanguínea y el ritmo cardíaco. Logrará que nos desconectemos por unos instantes de la rutina y estrés diario, mejorando la tensión física y psíquica, cansancio crónico, bloqueos musculares, dolores de cabeza, insomnio…",,,taxable,,1,,,0,0,,,,,1,,,,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje Relax",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/7516.jpg,,,,,,,,,0,,Tipo,"Sesión de 30', Sesión de 60', BONO 5 Sesiones de 30' + 1 GRATIS, BONO 5 Sesiones de 60' + 1 GRATIS",1,0,,,,default,default,default,default,default,439,90,1,12,Tipo:Sesión de 30',Tipo:Sesión de 60',Tipo:BONO 5 Sesiones de 30' + 1 GRATIS,Tipo:BONO 5 Sesiones de 60' + 1 GRATIS,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,"variation, virtual",,,Masaje Relax - Sesión de 30',1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/7516.jpg,,,id:6519,,,,,,1,,Tipo,Sesión de 30',,0,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521,"variation, virtual",,,Masaje Relax - Sesión de 60',1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,52,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/7516.jpg,,,id:6519,,,,,,2,,Tipo,Sesión de 60',,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,"variation, virtual",,,Masaje Relax - BONO 5 Sesiones de 30' + 1 GRATIS,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,160,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/7516.jpg,,,id:6519,,,,,,3,,Tipo,BONO 5 Sesiones de 30' + 1 GRATIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523,"variation, virtual",,,Masaje Relax - BONO 5 Sesiones de 60' + 1 GRATIS,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,260,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/7516.jpg,,,id:6519,,,,,,4,,Tipo,BONO 5 Sesiones de 60' + 1 GRATIS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,"simple, virtual",,,Masaje a 4 manos,1,0,visible,"<strong>Germaine de Capuccini Sperience</strong>
\n
\nMasaje realizado por dos masajistas perfectamente sincronizados, que brindan una relajación total con una sensación única. Imagínate cuatro manos expertas trabajando a la vez sobre tus músculos con una coordinación que permite la eliminación de contracturas, molestias…
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'</p>
\n
\n</div>","<strong>Germaine de Capuccini Sperience</strong>
\n
\nMasaje realizado por dos masajistas perfectamente sincronizados, que brindan una relajación total con una sensación única. Imagínate cuatro manos expertas trabajando a la vez sobre tus músculos con una coordinación que permite la eliminación de contracturas, molestias…
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 60'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,90,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje a 4 manos",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/540601.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,440,90,1,7,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,variable,,,Masaje en Pareja,1,0,visible,"<strong>Equilibrio y relajación compartida</strong>
\n
\nDisfruta de un tiempo de relax en compañía.
\n
\nSe realizará en nuestra sala privada VIP.","<strong>Equilibrio y relajación compartida</strong>
\n
\nDisfruta de un tiempo de relax en compañía.
\n
\nSe realizará en nuestra sala privada VIP.",,,taxable,,1,,,0,0,,,,,1,,,,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje En Pareja",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/407-1.jpg,,,,,,,,,0,,Tipo,"Sesión de 30', Sesión de 60'",1,0,,,,default,default,default,default,default,441,90,1,24,Tipo:Sesión de 30',Tipo:Sesión de 60',,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,"variation, virtual",,,Masaje en Pareja - Sesión de 30',1,0,visible,,Masaje en pareja 30’,,,taxable,parent,1,,,0,0,,,,,0,,,75,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/407-1.jpg,,,id:6527,,,,,,1,,Tipo,Sesión de 30',,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,"variation, virtual",,,Masaje en Pareja - Sesión de 60',1,0,visible,,Masaje en pareja 60’,,,taxable,parent,1,,,0,0,,,,,0,,,115,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/407-1.jpg,,,id:6527,,,,,,2,,Tipo,Sesión de 60',,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531,"simple, virtual",,,Quiromasaje de espalda,1,0,visible,"<strong>Completa relajación y equilibrio</strong>
\n
\nMejora de la movilidad y elasticidad de los músculos tensionados, disminuye la fatiga física, previene enfermedades musculares producto de la mala postura corporal, aumenta la circulación sanguínea, mejorando la oxigenación muscular y favorece el sistema nervioso.
\n<p class=""title post-title primary"">Duración: 30'</p>","<strong>Completa relajación y equilibrio</strong>
\n
\nMejora de la movilidad y elasticidad de los músculos tensionados, disminuye la fatiga física, previene enfermedades musculares producto de la mala postura corporal, aumenta la circulación sanguínea, mejorando la oxigenación muscular y favorece el sistema nervioso.
\n<p class=""title post-title primary"">Duración: 30'</p>",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Quiromasaje de Espalda",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/369135.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,442,90,1,7,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,"simple, virtual",,,Piernas cansadas,1,0,visible,"<strong>Bienestar y rejuvenecimiento para tus piernas</strong>
\n
\nEl masaje ayuda a mitigar la pesadez, una acción relajante y refrescante para tus piernas. Alivia el dolor y previene los problemas circulatorios. De la punta del pie hasta las caderas eliminará todo su cansancio.
\n<p class=""title post-title primary"">Duración: 30'</p>","<strong>Bienestar y rejuvenecimiento para tus piernas</strong>
\n
\nEl masaje ayuda a mitigar la pesadez, una acción relajante y refrescante para tus piernas. Alivia el dolor y previene los problemas circulatorios. De la punta del pie hasta las caderas eliminará todo su cansancio.
\n<p class=""title post-title primary"">Duración: 30'</p>",,,taxable,,1,,,0,0,,,,,1,,,35,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Piernas Cansadas",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2147821127.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,443,90,1,14,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537,"simple, virtual",,,Masaje Craneo-facial y espalda,1,0,visible,"<strong>Completo equilibrio y relajación</strong>
\n
\nComplementa los beneficios del Masaje cráneo-facial y alivia las tensiones que se acumulan en tu espalda. Perfecto para aquellas personas que padecen de estrés, que tienen una vida agitada y necesitan despegarse un poco de la rutina con un buen masaje, que además le vendrá maravillosamente bien para aliviar tensiones y olvidarse de la rutina.
\n
\nDuración: 30'","<strong>Completo equilibrio y relajación</strong>
\n
\nComplementa los beneficios del Masaje cráneo-facial y alivia las tensiones que se acumulan en tu espalda. Perfecto para aquellas personas que padecen de estrés, que tienen una vida agitada y necesitan despegarse un poco de la rutina con un buen masaje, que además le vendrá maravillosamente bien para aliviar tensiones y olvidarse de la rutina.
\n
\nDuración: 30'",,,taxable,,1,,,0,0,,,,,1,,,35,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje Craneo-facial y espalda",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/45562.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,444,90,1,14,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,"simple, virtual",,,Masaje Pomaikai,1,0,visible,"<strong>Exclusivo en Cumbria Bienestar</strong>
\n<h4>“Recibir un masaje Pomaikai es como sentir el suave balanceo de las olas del mar sobre el cuerpo”</h4>
\nNace de la fusión del masaje hawaiano y técnicas propias creadas por nuestros terapeutas. Se actúa sobre las áreas distales del cuerpo, tratando distintas zonas al mismo tiempo, consiguiendo que la mente se deje llevar… Una terapia que trata al mismo tiempo los niveles físico, emocional, mental y espiritual, logrando una suave pero intensa relajación.
\nEstimula la circulación sanguínea y el drenaje de fluidos, aporta una mayor flexibilidad a los músculos y fortalece el sistema inmunológico.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>","<strong>Exclusivo en Cumbria Bienestar</strong>
\n<h4>“Recibir un masaje Pomaikai es como sentir el suave balanceo de las olas del mar sobre el cuerpo”</h4>
\nNace de la fusión del masaje hawaiano y técnicas propias creadas por nuestros terapeutas. Se actúa sobre las áreas distales del cuerpo, tratando distintas zonas al mismo tiempo, consiguiendo que la mente se deje llevar… Una terapia que trata al mismo tiempo los niveles físico, emocional, mental y espiritual, logrando una suave pero intensa relajación.
\nEstimula la circulación sanguínea y el drenaje de fluidos, aporta una mayor flexibilidad a los músculos y fortalece el sistema inmunológico.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje POMAIKAI",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/509589.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,445,90,1,16,,,,,,set,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
