ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Meta: _tf_flashsale_text,Meta: _tf_flashsale_text_2,Meta: cmplz_hide_cookiebanner,Meta: site-sidebar-layout,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _alg_wc_wl_added_by_unregistered_users_count,Meta: adp_custom_product_attribute_0,Meta: adp_custom_product_attribute_1,Meta: adp_custom_product_attribute_2,Meta: adp_custom_product_attribute_3,Meta: _yoast_wpseo_primary_product_brand,Meta: astra-migrate-meta-layouts,Atributo por defecto 1,Meta: _alg_wc_wl_added_by_registered_users_count,Meta: adp_custom_product_attribute_4,Meta: adp_custom_product_attribute_5,Meta: adp_custom_product_attribute_6,Meta: adp_custom_product_attribute_7,Meta: adp_custom_product_attribute_8,Meta: adp_custom_product_attribute_9,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Meta: adp_custom_product_attribute_10,Meta: adp_custom_product_attribute_11,Meta: adp_custom_product_attribute_12,Meta: adp_custom_product_attribute_13,Meta: adp_custom_product_attribute_14,Meta: adp_custom_product_attribute_15,Meta: adp_custom_product_attribute_16,Meta: adp_custom_product_attribute_17,Meta: adp_custom_product_attribute_18,Meta: adp_custom_product_attribute_19,Meta: adp_custom_product_attribute_20,Meta: adp_custom_product_attribute_21,Meta: adp_custom_product_attribute_22,Meta: adp_custom_product_attribute_23,Meta: adp_custom_product_attribute_24,Meta: adp_custom_product_attribute_25,Meta: adp_custom_product_attribute_26,Meta: adp_custom_product_attribute_27,Meta: adp_custom_product_attribute_28,Meta: adp_custom_product_attribute_29,Meta: adp_custom_product_attribute_30,Meta: adp_custom_product_attribute_31,Meta: adp_custom_product_attribute_32,Meta: adp_custom_product_attribute_33,Meta: adp_custom_product_attribute_34
6541,simple,,,Masaje con Cañas de Bambú,1,0,visible,"<strong>Original de la medicina oriental</strong>
\n
\nMasaje que se sirve de la elasticidad y robustez de las cañas de bambú para conseguir un estado de relajación absoluto y liberar las tensiones acumuladas. Esta terapia favorece el drenaje de líquidos retenidos y la regeneración de los tejidos, por lo que combate la grasa localizada y reafirma la piel. Es decir, elimina toxinas, reactiva los trastornos circulatorios, mejora la circulación sanguínea, combate la celulitis y remodela la silueta.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>","<strong>Original de la medicina oriental</strong>
\n
\nMasaje que se sirve de la elasticidad y robustez de las cañas de bambú para conseguir un estado de relajación absoluto y liberar las tensiones acumuladas. Esta terapia favorece el drenaje de líquidos retenidos y la regeneración de los tejidos, por lo que combate la grasa localizada y reafirma la piel. Es decir, elimina toxinas, reactiva los trastornos circulatorios, mejora la circulación sanguínea, combate la celulitis y remodela la silueta.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje con Cañas de Bambú",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/157666.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,447,90,1,9,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543,"simple, virtual",,,Masaje con Piedras Volcánicas,1,0,visible,"<strong>Original de la medicina oriental</strong>
\n
\nCombinando el masaje terapéutico tradicional con el contacto de las piedras volcánicas calientes estimulamos el riego sanguíneo relajando el cuerpo a un nivel profundo. Mejora el dolor crónico de espalda y cuello, reduce el estrés y ayuda en casos de ansiedad, depresión y migrañas. Ayuda a relajarse y dormir mejor.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>","<strong>Original de la medicina oriental</strong>
\n
\nCombinando el masaje terapéutico tradicional con el contacto de las piedras volcánicas calientes estimulamos el riego sanguíneo relajando el cuerpo a un nivel profundo. Mejora el dolor crónico de espalda y cuello, reduce el estrés y ayuda en casos de ansiedad, depresión y migrañas. Ayuda a relajarse y dormir mejor.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,45,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje con Piedras Volcánicas",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/518810.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,448,90,1,12,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,"simple, virtual",,,Masaje Balinés,1,0,visible,"Masaje procedente de Indonesia, particularmente de la isla de Bali. La característica principal del masaje tradicional balinés es su eficaz y potente efecto terapéutico, sanador y de relajación, produciendo en quien lo recibe un efecto inmediato de bienestar físico y mental.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>","Masaje procedente de Indonesia, particularmente de la isla de Bali. La característica principal del masaje tradicional balinés es su eficaz y potente efecto terapéutico, sanador y de relajación, produciendo en quien lo recibe un efecto inmediato de bienestar físico y mental.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 30'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA CORPORAL - Masajes - por persona, BELLEZA CORPORAL - Masajes - por persona > Masaje BALINÉS",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/45471.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,446,90,1,8,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6549,"simple, virtual",,,Envoltura Vitamina C,1,0,visible,"<strong>Antioxidante y Reafirmante de Natura Bissé</strong>
\n
\nRecibe todos los beneficios del concentrado antioxidante y reafirmante con pura Vitamina C de Natura Bissé. Protege la piel ante la sequedad y el envejecimiento prematuro otorgándole un aspecto rejuvenecido y reafirmado.","<strong>Antioxidante y Reafirmante de Natura Bissé</strong>
\n
\nRecibe todos los beneficios del concentrado antioxidante y reafirmante con pura Vitamina C de Natura Bissé. Protege la piel ante la sequedad y el envejecimiento prematuro otorgándole un aspecto rejuvenecido y reafirmado.",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA CORPORAL - Envolturas, BELLEZA CORPORAL - Envolturas > Envoltura Vitamina C",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/397137.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,452,90,1,3,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550,"simple, virtual",,,Envoltura de chocolate,1,0,visible,"<strong>Una experiencia única, sensible y energética</strong>
\n
\nEl chocolate tiene propiedades emolientes, nutritivas, hidratantes, protectoras y relajantes de la piel. La aplicación cálida de este producto, hace que la piel se renueve, luciendo completamente nutrida y revitalizada. El chocolate ayuda a la tonificación de los músculos y la piel es estimulada consiguiendo un tono saludable.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 45'</p>
\n
\n</div>","<strong>Una experiencia única, sensible y energética</strong>
\n
\nEl chocolate tiene propiedades emolientes, nutritivas, hidratantes, protectoras y relajantes de la piel. La aplicación cálida de este producto, hace que la piel se renueve, luciendo completamente nutrida y revitalizada. El chocolate ayuda a la tonificación de los músculos y la piel es estimulada consiguiendo un tono saludable.
\n<div class=""priced-title"">
\n<p class=""title post-title primary"">Duración: 45'</p>
\n
\n</div>",,,taxable,,1,,,0,0,,,,,1,,,35,"BELLEZA CORPORAL - Envolturas, BELLEZA CORPORAL - Envolturas > Envoltura de Chocolate",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/32548.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,454,90,1,7,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551,"simple, virtual",,,Envoltura de Oro,1,0,visible,"<strong>Previene el envejecimiento prematuro de la piel</strong>
\n
\nLas partículas microactivas de oro actúan regenerando e hidratando la piel en profundidad. Tienen un efecto tensor inmediato y potencian la luminosidad. Además son un gran regenerante y estimulan la capacidad celular contra los radicales libres.","<strong>Previene el envejecimiento prematuro de la piel</strong>
\n
\nLas partículas microactivas de oro actúan regenerando e hidratando la piel en profundidad. Tienen un efecto tensor inmediato y potencian la luminosidad. Además son un gran regenerante y estimulan la capacidad celular contra los radicales libres.",,,taxable,,1,,,0,0,,,,,1,,,40,"BELLEZA CORPORAL - Envolturas, BELLEZA CORPORAL - Envolturas > Envoltura de Oro",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/46410.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,455,90,1,17,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552,"simple, virtual",,,Envoltura de Cereza,1,0,visible,"<strong>Fango rico en minerales y vitaminas B y C</strong>
\n
\nExcelente antioxidante que protege contra los radicales libres, causantes de envejecimiento.","<strong>Fango rico en minerales y vitaminas B y C</strong>
\n
\nExcelente antioxidante que protege contra los radicales libres, causantes de envejecimiento.",,,taxable,,1,,,0,0,,,,,1,,,35,"BELLEZA CORPORAL - Envolturas, BELLEZA CORPORAL - Envolturas > Envoltura de Cereza",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2147816926.jpg,,,,,,,,,0,,,,,,,,,default,default,default,default,default,453,90,1,8,,,,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559,variable,,,Presoterapia,1,0,visible,"<strong>PRESOTERAPIA. Piernas sanas y bonitas
\n</strong>
\n
\n– Eliminación de líquidos y toxinas.
\n
\n– Mejora del sistema circulatorio.
\n
\n– Drenaje linfático y mejora de varices.
\n
\n– Prevención y reducción de celulitis.
\n
\n– Tratamientos relajantes y estimulantes.","<strong>PRESOTERAPIA. Piernas sanas y bonitas
\n</strong>
\n
\n– Eliminación de líquidos y toxinas.
\n
\n– Mejora del sistema circulatorio.
\n
\n– Drenaje linfático y mejora de varices.
\n
\n– Prevención y reducción de celulitis.
\n
\n– Tratamientos relajantes y estimulantes.",,,taxable,,1,,,0,0,,,,,1,,,,"BELLEZA CORPORAL - Tratamientos, BELLEZA CORPORAL - Tratamientos > Presoterapia",Belleza corporal,,https://cumbriabienestar.es/wp-content/uploads/2024/08/25923.jpg,,,,,,,,,0,,Tipo,"Sesión suelta, Bono 5 sesiones, Bono 10 sesiones",1,0,,,,default,default,default,default,default,401,90,1,10,Tipo:Sesión suelta,Tipo:Bono 5 sesiones,Tipo:Bono 10 sesiones,,,set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560,"variation, virtual",,,Presoterapia - Sesión suelta,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/25923.jpg,,,id:6559,,,,,,1,,Tipo,Sesión suelta,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,"variation, virtual",,,Presoterapia - Bono 5 sesiones,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,60,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/25923.jpg,,,id:6559,,,,,,2,,Tipo,Bono 5 sesiones,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562,"variation, virtual",,,Presoterapia - Bono 10 sesiones,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/25923.jpg,,,id:6559,,,,,,3,,Tipo,Bono 10 sesiones,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,variable,,,Fotodepilación,1,0,visible,"<strong>La opción definitiva</strong>
\n
\nLa fotodepilación te permitirá despedirte definitivamente de ese vello no deseado. Consigue eliminar el vello y mejorar la calidad de tu piel en muy poco tiempo y con un método lleno de ventajas… Es indoloro, rápido y efectivo, con resultados permanentes. Está recomendado para todo tipo de piel y de pelo, ya que es totalmente seguro y no invasivo. Olvídate de los métodos tradicionales de depilación y disfruta siempre de una piel perfecta.","<strong>La opción definitiva</strong>
\n
\n[elementor-template id=""7016""]",,,taxable,,1,,,0,0,,,,,1,,,,BELLEZA - IMAGEN Depilación,Estética e Imagen,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,,,,,,,0,,Tipo,"Fotodepilación facial\, manos\, pies o zonas pequeñas, Fotodepilación abdomen\, glúteos\, ingles\, cuello o nuca, Fotodepilación pecho\, lumbar\, hombros\, axilas o brazos, Fotodepilación medias piernas, Fotodepilación piernas enteras o espalda, Pack 1: Piernas\, ingles y axilas, Pack 2: 1/2 piernas\, ingles y axilas, Pack 3: Torax y espalda, Pack 4: Brazos\, ingles y axilas, Pack 5: Ingles y axilas",1,0,,,,default,default,default,default,default,404,,1,1,"Tipo:Fotodepilación facial, manos, pies o zonas pequeñas","Tipo:Fotodepilación abdomen, glúteos, ingles, cuello o nuca","Tipo:Fotodepilación pecho, lumbar, hombros, axilas o brazos",Tipo:Fotodepilación medias piernas,,set,,,Tipo:Fotodepilación piernas enteras o espalda,"Tipo:Pack 1: Piernas, ingles y axilas","Tipo:Pack 2: 1/2 piernas, ingles y axilas",Tipo:Pack 3: Torax y espalda,"Tipo:Pack 4: Brazos, ingles y axilas",Tipo:Pack 5: Ingles y axilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575,"variation, virtual",,,"Fotodepilación - Fotodepilación facial, manos, pies o zonas pequeñas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,1,,Tipo,"Fotodepilación facial\, manos\, pies o zonas pequeñas",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576,"variation, virtual",,,"Fotodepilación - Fotodepilación abdomen, glúteos, ingles, cuello o nuca",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,2,,Tipo,"Fotodepilación abdomen\, glúteos\, ingles\, cuello o nuca",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,"variation, virtual",,,"Fotodepilación - Fotodepilación pecho, lumbar, hombros, axilas o brazos",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,3,,Tipo,"Fotodepilación pecho\, lumbar\, hombros\, axilas o brazos",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,"variation, virtual",,,Fotodepilación - Fotodepilación medias piernas,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,4,,Tipo,Fotodepilación medias piernas,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579,"variation, virtual",,,Fotodepilación - Fotodepilación piernas enteras o espalda,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,60,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,5,,Tipo,Fotodepilación piernas enteras o espalda,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6580,"variation, virtual",,,"Fotodepilación - Pack 1: Piernas, ingles y axilas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,6,,Tipo,"Pack 1: Piernas\, ingles y axilas",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581,"variation, virtual",,,"Fotodepilación - Pack 2: 1/2 piernas, ingles y axilas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,85,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,7,,Tipo,"Pack 2: 1/2 piernas\, ingles y axilas",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6582,"variation, virtual",,,Fotodepilación - Pack 3: Torax y espalda,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,70,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,8,,Tipo,Pack 3: Torax y espalda,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583,"variation, virtual",,,"Fotodepilación - Pack 4: Brazos, ingles y axilas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,85,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,9,,Tipo,"Pack 4: Brazos\, ingles y axilas",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584,"variation, virtual",,,Fotodepilación - Pack 5: Ingles y axilas,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,50,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/559.jpg,,,id:6565,,,,,,10,,Tipo,Pack 5: Ingles y axilas,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586,variable,,,Depilación con cera tibia,1,0,visible,"La cera tibia se ha impuesto sobre el resto por derecho propio. Sólo alcanza una temperatura ligeramente superior a la del cuerpo, suficiente como para abrir el poro, sin llegar a alterar la circulación ni dañar los capilares, como hace la cera caliente. Especialmente útil para las piernas.","[elementor-template id=""7035""]",,,taxable,,1,,,0,0,,,,,1,,,,BELLEZA - IMAGEN Depilación,Estética e Imagen,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,,,,,,,0,,Género,"MUJER, HOMBRE",1,0,,,,default,default,default,default,default,404,,1,6,Género:MUJER,Género:HOMBRE,Depilacion:Piernas enteras,Depilacion:Medias piernas,,set,,,Depilacion:Muslos,Depilacion:Ingles o Axilas,Depilacion:Ingles Brasileñas,Depilacion:Ingles integrales,Depilacion:Brazos,Depilacion:Manos o Pies,Depilacion,"Piernas enteras, Medias piernas, Muslos, Ingles o Axilas, Ingles Brasileñas, Ingles integrales, Brazos, Manos o Pies, Pecho o Espalda Completa, Abdomen o Lumbares, Labio superior, Mentón, Cejas o Línea Alba",1,0,Depilacion:Pecho o Espalda Completa,Depilacion:Abdomen o Lumbares,Depilacion:Labio superior,Depilacion:Mentón,Depilacion:Cejas o Línea Alba,,,,,,,,,,,,,,,,,,,,
6589,"variation, virtual",,,"Depilación con cera tibia - MUJER, Piernas enteras",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,18,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,1,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Piernas enteras,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6590,"variation, virtual",,,"Depilación con cera tibia - MUJER, Medias piernas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,2,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Medias piernas,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6591,"variation, virtual",,,"Depilación con cera tibia - MUJER, Muslos",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,14,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,3,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Muslos,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6592,"variation, virtual",,,"Depilación con cera tibia - MUJER, Ingles o Axilas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,4,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Ingles o Axilas,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6593,"variation, virtual",,,"Depilación con cera tibia - MUJER, Ingles Brasileñas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,5,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Ingles Brasileñas,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6594,"variation, virtual",,,"Depilación con cera tibia - MUJER, Ingles integrales",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,6,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Ingles integrales,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6595,"variation, virtual",,,"Depilación con cera tibia - MUJER, Brazos",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,7,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Brazos,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6596,"variation, virtual",,,"Depilación con cera tibia - MUJER, Manos o Pies",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,8,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Manos o Pies,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6597,"variation, virtual",,,"Depilación con cera tibia - MUJER, Pecho o Espalda Completa",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,9,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Pecho o Espalda Completa,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6598,"variation, virtual",,,"Depilación con cera tibia - MUJER, Abdomen o Lumbares",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,10,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,10,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Abdomen o Lumbares,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6599,"variation, virtual",,,"Depilación con cera tibia - MUJER, Labio superior",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,11,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Labio superior,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6600,"variation, virtual",,,"Depilación con cera tibia - MUJER, Mentón",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,12,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Mentón,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6601,"variation, virtual",,,"Depilación con cera tibia - MUJER, Cejas o Línea Alba",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/52075.jpg,,,id:6586,,,,,,13,,Género,MUJER,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Cejas o Línea Alba,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6602,"variation, virtual",,,"Depilación con cera tibia - HOMBRE, Piernas enteras",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148224359.jpg,,,id:6586,,,,,,14,,Género,HOMBRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Piernas enteras,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6603,"variation, virtual",,,"Depilación con cera tibia - HOMBRE, Pecho o Espalda Completa",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148224359.jpg,,,id:6586,,,,,,15,,Género,HOMBRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Pecho o Espalda Completa,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6604,"variation, virtual",,,"Depilación con cera tibia - HOMBRE, Abdomen o Lumbares",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148224359.jpg,,,id:6586,,,,,,16,,Género,HOMBRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Abdomen o Lumbares,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6605,"variation, virtual",,,"Depilación con cera tibia - HOMBRE, Ingles o Axilas",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,9,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148224359.jpg,,,id:6586,,,,,,17,,Género,HOMBRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Ingles o Axilas,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6606,"variation, virtual",,,"Depilación con cera tibia - HOMBRE, Brazos",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15,,,,https://cumbriabienestar.es/wp-content/uploads/2024/08/2148224359.jpg,,,id:6586,,,,,,18,,Género,HOMBRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Depilacion,Brazos,,0,,,,,,,,,,,,,,,,,,,,,,,,,
